dose	dose_unit	time	time_unit	pc	IRS_per_vol	nad	nadh	nadh_nad	nadh_ratio	atp	fbp_dhap_grap	g6p	adp	atp_adp	atp_ratio	dhap	lac	pyr	pg3	f26bp	pep	pg2	f6p	fbp	grap	phos	unit	measurement	species	study	experiment
2.8	mM 	30.0	min	2.8						3.920501944434741																	mM 	concentration	rat	Taniguchi2000_Etc73	Experiment41
																															
3.3	mM 	0.0	min							5.008793009314853																	mM 	concentration	mouse	Ashcroft1973_Etc17	Experiment42
3.3	mM 	58.135487597276224	min							4.060382498675354																	mM 	concentration	mouse	Ashcroft1973_Etc17	Experiment42
																															
8.6	mM 	0.0	min	2.4						5.1170416016877205																	mM 	concentration	rat	Trus1980_Etc124	Experiment43
8.6	mM 	2.0	min	2.4						5.393131774121951																	mM 	concentration	rat	Trus1980_Etc124	Experiment43
8.6	mM 	5.0	min	2.4						5.953417267294248																	mM 	concentration	rat	Trus1980_Etc124	Experiment43
8.6	mM 	10.0	min	2.4						5.733508879080856																	mM 	concentration	rat	Trus1980_Etc124	Experiment43
8.6	mM 	20.0	min	2.4						5.116004820850769																	mM 	concentration	rat	Trus1980_Etc124	Experiment43
																															
10.0	mM 	0.0	min	1.0						3.839666866304235																	mM 	concentration	mouse	Detimary1996_Etc29	Experiment44
10.0	mM 	5.0	min	1.0						5.137345061061042																	mM 	concentration	mouse	Detimary1996_Etc29	Experiment44
10.0	mM 	15.0	min	1.0						4.8311828895708																	mM 	concentration	mouse	Detimary1996_Etc29	Experiment44
10.0	mM 	60.0	min	1.0						5.28059525139134																	mM 	concentration	mouse	Detimary1996_Etc29	Experiment44
																															
10.0	mM 	0.0	min	10.0						5.4818638408910925																	mM 	concentration	mouse	Detimary1996_Etc37	Experiment45
10.0	mM 	5.0	min	10.0						5.477535484127657																	mM 	concentration	mouse	Detimary1996_Etc37	Experiment45
10.0	mM 	60.0	min	10.0						5.280595251391341																	mM 	concentration	mouse	Detimary1996_Etc37	Experiment45
																															
14.5	mM 	0.0	min	2.4						5.0652005141151655																	mM 	concentration	rat	Trus1980_Etc108	Experiment46
14.5	mM 	2.0	min	2.4						5.190655293826708																	mM 	concentration	rat	Trus1980_Etc108	Experiment46
14.5	mM 	5.0	min	2.4						4.778726118180354																	mM 	concentration	rat	Trus1980_Etc108	Experiment46
14.5	mM 	10.0	min	2.4						5.787072531785558																	mM 	concentration	rat	Trus1980_Etc108	Experiment46
14.5	mM 	20.0	min	2.4						6.161626034030516																	mM 	concentration	rat	Trus1980_Etc108	Experiment46
14.5	mM 	23.0	min	2.4						5.654953872320278																	mM 	concentration	rat	Trus1980_Etc108	Experiment46
14.5	mM 	30.0	min	2.4						5.557023813330709																	mM 	concentration	rat	Trus1980_Etc108	Experiment46
																															
16.7	mM 	0.0	min							5.580341058592396																	mM 	concentration	mouse	Ashcroft1973_Etc18	Experiment47
																															
20.0	mM 	0.0	min	2.8						4.793857998868014																	mM 	concentration	rat	Taniguchi2000_Etc74	Experiment48
20.0	mM 	5.0	min	2.8						7.475400885216216																	mM 	concentration	rat	Taniguchi2000_Etc74	Experiment48
20.0	mM 	10.0	min	2.8						6.402097914081962																	mM 	concentration	rat	Taniguchi2000_Etc74	Experiment48
20.0	mM 	30.0	min	2.8						5.5208235895404165																	mM 	concentration	rat	Taniguchi2000_Etc74	Experiment48
																															
2.4	mM 	0.0	min	2.4							0.028215853401977613																mM 	concentration	rat	Trus1980_Etc99	Experiment49
2.4	mM 	2.0	min	2.4							0.03002456195338623																mM 	concentration	rat	Trus1980_Etc99	Experiment49
2.4	mM 	5.0	min	2.4							0.03002456195338623																mM 	concentration	rat	Trus1980_Etc99	Experiment49
2.4	mM 	10.0	min	2.4							0.02893933682254106																mM 	concentration	rat	Trus1980_Etc99	Experiment49
2.4	mM 	20.0	min	2.4							0.026768886560850455																mM 	concentration	rat	Trus1980_Etc99	Experiment49
2.4	mM 	23.0	min	2.4							0.022066244327187515																mM 	concentration	rat	Trus1980_Etc99	Experiment49
2.4	mM 	30.0	min	2.4							0.01881056893465174																mM 	concentration	rat	Trus1980_Etc99	Experiment49
																															
2.4	mM 	0.0	min	2.4							0.020478687913068904																mM 	concentration	rat	Trus1980_Etc115	Experiment50
2.4	mM 	2.0	min	2.4							0.02187510569424387																mM 	concentration	rat	Trus1980_Etc115	Experiment50
2.4	mM 	5.0	min	2.4							0.021423323470922497																mM 	concentration	rat	Trus1980_Etc115	Experiment50
2.4	mM 	10.0	min	2.4							0.020914673555155118																mM 	concentration	rat	Trus1980_Etc115	Experiment50
2.4	mM 	20.0	min	2.4							0.01881056893465174																mM 	concentration	rat	Trus1980_Etc115	Experiment50
																															
4.0	mM 	0.0	min	4.0							0.0262020670486522																mM 	concentration	rat	Trus1979_Etc89	Experiment51
4.0	mM 	0.5	min	4.0							0.02305433534717595																mM 	concentration	rat	Trus1979_Etc89	Experiment51
4.0	mM 	1.0	min	4.0							0.019904737401607867																mM 	concentration	rat	Trus1979_Etc89	Experiment51
4.0	mM 	3.0	min	4.0							0.020376897156829343																mM 	concentration	rat	Trus1979_Etc89	Experiment51
4.0	mM 	30.0	min	4.0							0.02821761066777931																mM 	concentration	rat	Trus1979_Etc89	Experiment51
																															
8.6	mM 	0.0	min	2.4							0.013358600992123234																mM 	concentration	rat	Trus1980_Etc116	Experiment52
8.6	mM 	2.0	min	2.4							0.023038537564169306																mM 	concentration	rat	Trus1980_Etc116	Experiment52
8.6	mM 	5.0	min	2.4							0.026298844069806322																mM 	concentration	rat	Trus1980_Etc116	Experiment52
8.6	mM 	10.0	min	2.4							0.03426413145557568																mM 	concentration	rat	Trus1980_Etc116	Experiment52
8.6	mM 	20.0	min	2.4							0.04616157106179677																mM 	concentration	rat	Trus1980_Etc116	Experiment52
																															
14.5	mM 	0.0	min	2.4							0.010411997620331985																mM 	concentration	rat	Trus1980_Etc100	Experiment53
14.5	mM 	2.0	min	2.4							0.01975609804883507																mM 	concentration	rat	Trus1980_Etc100	Experiment53
14.5	mM 	5.0	min	2.4							0.02736486554061616																mM 	concentration	rat	Trus1980_Etc100	Experiment53
14.5	mM 	10.0	min	2.4							0.029901121371209857																mM 	concentration	rat	Trus1980_Etc100	Experiment53
14.5	mM 	20.0	min	2.4							0.037910350309926746																mM 	concentration	rat	Trus1980_Etc100	Experiment53
14.5	mM 	23.0	min	2.4							0.040046144693584446																mM 	concentration	rat	Trus1980_Etc100	Experiment53
14.5	mM 	30.0	min	2.4							0.05593111542203962																mM 	concentration	rat	Trus1980_Etc100	Experiment53
																															
16.0	mM 	0.0	min	4.0							0.02868215468094071																mM 	concentration	rat	Trus1979_Etc90	Experiment54
16.0	mM 	0.5	min	4.0							0.023235813913178017																mM 	concentration	rat	Trus1979_Etc90	Experiment54
16.0	mM 	1.0	min	4.0							0.02994057400312446																mM 	concentration	rat	Trus1979_Etc90	Experiment54
16.0	mM 	3.0	min	4.0							0.03546113972008513																mM 	concentration	rat	Trus1979_Etc90	Experiment54
16.0	mM 	30.0	min	4.0							0.057200878281078185																mM 	concentration	rat	Trus1979_Etc90	Experiment54
																															
18.87	mM 	0.0	min	2.78							0.03487376882051991																mM 	concentration	mouse	Ashcroft1973b_Etc19	Experiment55
18.87	mM 	2.0	min	2.78							0.06691993476370037																mM 	concentration	mouse	Ashcroft1973b_Etc19	Experiment55
18.87	mM 	5.0	min	2.78							0.06786246905614685																mM 	concentration	mouse	Ashcroft1973b_Etc19	Experiment55
18.87	mM 	30.0	min	2.78							0.0593796604241285																mM 	concentration	mouse	Ashcroft1973b_Etc19	Experiment55
																															
18.87	mM 	0.0	min	2.78							0.03804910279604351																mM 	concentration	rat	Ashcroft1973b_Etc21	Experiment56
18.87	mM 	5.0	min	2.78							0.04583187382250696																mM 	concentration	rat	Ashcroft1973b_Etc21	Experiment56
18.87	mM 	30.0	min	2.78							0.059379660424128504																mM 	concentration	rat	Ashcroft1973b_Etc21	Experiment56
																															
2.0	mM 	0.0	min	2.0								0.08147636250097176															dimensionless	fold change	cell line	Huang2014_Etc46	Experiment57
2.0	mM 	5.0	min	2.0								0.03046736987920481															dimensionless	fold change	cell line	Huang2014_Etc46	Experiment57
2.0	mM 	10.0	min	2.0								0.0641659826260506															dimensionless	fold change	cell line	Huang2014_Etc46	Experiment57
2.0	mM 	30.0	min	2.0								0.09262577557565646															dimensionless	fold change	cell line	Huang2014_Etc46	Experiment57
2.0	mM 	60.0	min	2.0								0.10470947671381615															dimensionless	fold change	cell line	Huang2014_Etc46	Experiment57
																															
2.4	mM 	0.0	min	2.4								0.0904273429435189															mM 	concentration	rat	Trus1980_Etc101	Experiment58
2.4	mM 	2.0	min	2.4								0.07341625862741068															mM 	concentration	rat	Trus1980_Etc101	Experiment58
2.4	mM 	5.0	min	2.4								0.09221798339784536															mM 	concentration	rat	Trus1980_Etc101	Experiment58
2.4	mM 	10.0	min	2.4								0.12086823066707936															mM 	concentration	rat	Trus1980_Etc101	Experiment58
2.4	mM 	20.0	min	2.4								0.10117118566948144															mM 	concentration	rat	Trus1980_Etc101	Experiment58
2.4	mM 	23.0	min	2.4								0.09221798339784536															mM 	concentration	rat	Trus1980_Etc101	Experiment58
2.4	mM 	30.0	min	2.4								0.10879931400491526															mM 	concentration	rat	Trus1980_Etc101	Experiment58
																															
2.4	mM 	0.0	min	2.4								0.09544319966133331															mM 	concentration	rat	Trus1980_Etc117	Experiment59
2.4	mM 	2.0	min	2.4								0.07832363886552865															mM 	concentration	rat	Trus1980_Etc117	Experiment59
2.4	mM 	5.0	min	2.4								0.10121198619393756															mM 	concentration	rat	Trus1980_Etc117	Experiment59
2.4	mM 	10.0	min	2.4								0.13126461698759914															mM 	concentration	rat	Trus1980_Etc117	Experiment59
2.4	mM 	20.0	min	2.4								0.10879931400491526															mM 	concentration	rat	Trus1980_Etc117	Experiment59
																															
2.8	mM 	0.0	min	2.8								0.10339903205766846															mM 	concentration	rat	Taniguchi2000_Etc81	Experiment60
2.8	mM 	10.0	min	2.8								0.10658054073636594															mM 	concentration	rat	Taniguchi2000_Etc81	Experiment60
2.8	mM 	30.0	min	2.8								0.1129435580937609															mM 	concentration	rat	Taniguchi2000_Etc81	Experiment60
																															
4.0	mM 	0.0	min	4.0								0.09974590614763183															mM 	concentration	rat	Trus1979_Etc91	Experiment61
4.0	mM 	0.5	min	4.0								0.11927832712708607															mM 	concentration	rat	Trus1979_Etc91	Experiment61
4.0	mM 	1.0	min	4.0								0.15609858070211988															mM 	concentration	rat	Trus1979_Etc91	Experiment61
4.0	mM 	3.0	min	4.0								0.1348232271953577															mM 	concentration	rat	Trus1979_Etc91	Experiment61
4.0	mM 	30.0	min	4.0								0.12565836058497834															mM 	concentration	rat	Trus1979_Etc91	Experiment61
																															
8.6	mM 	0.0	min	2.4								0.07763431375862624															mM 	concentration	rat	Trus1980_Etc118	Experiment62
8.6	mM 	2.0	min	2.4								0.1279098162790347															mM 	concentration	rat	Trus1980_Etc118	Experiment62
8.6	mM 	5.0	min	2.4								0.11590626074393988															mM 	concentration	rat	Trus1980_Etc118	Experiment62
8.6	mM 	10.0	min	2.4								0.14133449268537346															mM 	concentration	rat	Trus1980_Etc118	Experiment62
8.6	mM 	20.0	min	2.4								0.17640668324361136															mM 	concentration	rat	Trus1980_Etc118	Experiment62
																															
14.5	mM 	0.0	min	2.4								0.07126490537521907															mM 	concentration	rat	Trus1980_Etc102	Experiment63
14.5	mM 	2.0	min	2.4								0.12277320331968428															mM 	concentration	rat	Trus1980_Etc102	Experiment63
14.5	mM 	5.0	min	2.4								0.16722557003888044															mM 	concentration	rat	Trus1980_Etc102	Experiment63
14.5	mM 	10.0	min	2.4								0.2032108192877518															mM 	concentration	rat	Trus1980_Etc102	Experiment63
14.5	mM 	20.0	min	2.4								0.23355132355640987															mM 	concentration	rat	Trus1980_Etc102	Experiment63
14.5	mM 	23.0	min	2.4								0.21026675051302207															mM 	concentration	rat	Trus1980_Etc102	Experiment63
14.5	mM 	30.0	min	2.4								0.23778488229157102															mM 	concentration	rat	Trus1980_Etc102	Experiment63
																															
16.0	mM 	0.0	min	4.0								0.08332191304570304															mM 	concentration	rat	Trus1979_Etc92	Experiment64
16.0	mM 	0.5	min	4.0								0.15920830299802494															mM 	concentration	rat	Trus1979_Etc92	Experiment64
16.0	mM 	1.0	min	4.0								0.18274517198075965															mM 	concentration	rat	Trus1979_Etc92	Experiment64
16.0	mM 	3.0	min	4.0								0.2299585946286183															mM 	concentration	rat	Trus1979_Etc92	Experiment64
16.0	mM 	30.0	min	4.0								0.25118529386412963															mM 	concentration	rat	Trus1979_Etc92	Experiment64
																															
16.7	mM 	0.0	min	2.0								0.08665664838584503															dimensionless	fold change	cell line	Huang2014_Etc47	Experiment65
16.7	mM 	5.0	min	2.0								0.10950623839022791															dimensionless	fold change	cell line	Huang2014_Etc47	Experiment65
16.7	mM 	10.0	min	2.0								0.18132585908376378															dimensionless	fold change	cell line	Huang2014_Etc47	Experiment65
16.7	mM 	30.0	min	2.0								0.3178121163754275															dimensionless	fold change	cell line	Huang2014_Etc47	Experiment65
16.7	mM 	60.0	min	2.0								0.25698887421662214															dimensionless	fold change	cell line	Huang2014_Etc47	Experiment65
																															
16.7	mM 	0.0	min	2.8								0.13631941885529203															dimensionless	fold change	cell line	Spegel2015_Etc65	Experiment66
16.7	mM 	6.0	min	2.8								0.23351392897568135															dimensionless	fold change	cell line	Spegel2015_Etc65	Experiment66
16.7	mM 	15.0	min	2.8								0.25698887421662214															dimensionless	fold change	cell line	Spegel2015_Etc65	Experiment66
																															
16.7	mM 	0.0	min	2.8								0.12849443710831557															dimensionless	fold change	cell line	Spegel2015_Etc68	Experiment67
16.7	mM 	6.0	min	2.8								0.23251374333884525															dimensionless	fold change	cell line	Spegel2015_Etc68	Experiment67
16.7	mM 	15.0	min	2.8								0.25698887421662214															dimensionless	fold change	cell line	Spegel2015_Etc68	Experiment67
																															
18.87	mM 	0.0	min	2.78								0.08801479973031412															mM 	concentration	mouse	Ashcroft1973b_Etc20	Experiment68
18.87	mM 	2.0	min	2.78								0.21827670333117904															mM 	concentration	mouse	Ashcroft1973b_Etc20	Experiment68
18.87	mM 	5.0	min	2.78								0.21299581534736017															mM 	concentration	mouse	Ashcroft1973b_Etc20	Experiment68
18.87	mM 	30.0	min	2.78								0.2728458791639738															mM 	concentration	mouse	Ashcroft1973b_Etc20	Experiment68
																															
18.87	mM 	0.0	min	2.78								0.12402085416544263															mM 	concentration	rat	Ashcroft1973b_Etc22	Experiment69
18.87	mM 	5.0	min	2.78								0.2083550349979436															mM 	concentration	rat	Ashcroft1973b_Etc22	Experiment69
18.87	mM 	30.0	min	2.78								0.2728458791639738															mM 	concentration	rat	Ashcroft1973b_Etc22	Experiment69
																															
20.0	mM 	0.0	min	2.8								0.06937957530662454															mM 	concentration	rat	Taniguchi2000_Etc82	Experiment70
20.0	mM 	10.0	min	2.8								0.20066707934839098															mM 	concentration	rat	Taniguchi2000_Etc82	Experiment70
20.0	mM 	30.0	min	2.8								0.2796530573897789															mM 	concentration	rat	Taniguchi2000_Etc82	Experiment70
																															
1.0	mM 	0.0	min	1.0									1.2974240032870297														mM 	concentration	mouse	Detimary1996_Etc26	Experiment71
1.0	mM 	5.0	min	1.0									1.3416930637666395														mM 	concentration	mouse	Detimary1996_Etc26	Experiment71
1.0	mM 	60.0	min	1.0									1.2633708798411758														mM 	concentration	mouse	Detimary1996_Etc26	Experiment71
																															
1.0	mM 	0.0	min	10.0									0.8216544108502513														mM 	concentration	mouse	Detimary1996_Etc34	Experiment72
1.0	mM 	5.0	min	10.0									1.14599167829114														mM 	concentration	mouse	Detimary1996_Etc34	Experiment72
1.0	mM 	15.0	min	10.0									1.4487064612359695														mM 	concentration	mouse	Detimary1996_Etc34	Experiment72
1.0	mM 	60.0	min	10.0									1.2633708798411758														mM 	concentration	mouse	Detimary1996_Etc34	Experiment72
																															
2.4	mM 	0.0	min	2.4									1.1441422438204263														mM 	concentration	rat	Trus1980_Etc105	Experiment73
2.4	mM 	2.0	min	2.4									1.0829496041904794														mM 	concentration	rat	Trus1980_Etc105	Experiment73
2.4	mM 	5.0	min	2.4									1.1278520530656968														mM 	concentration	rat	Trus1980_Etc105	Experiment73
2.4	mM 	10.0	min	2.4									1.0508565360796673														mM 	concentration	rat	Trus1980_Etc105	Experiment73
2.4	mM 	20.0	min	2.4									1.1701438944481677														mM 	concentration	rat	Trus1980_Etc105	Experiment73
2.4	mM 	23.0	min	2.4									1.2909280011125097														mM 	concentration	rat	Trus1980_Etc105	Experiment73
2.4	mM 	30.0	min	2.4									1.2135147869276413														mM 	concentration	rat	Trus1980_Etc105	Experiment73
